"SubscriptionId","SubscriptionName","ResourceGroup","ServerName","ResourceType","ResourceName","PoolName","DatabaseCount","ServiceTier","SkuName","Capacity","ComputeModel","DtuOrVCore","AvgUtilPercent","AvgOfDailyMaxUtilPercent","CostAmount","Currency","CostPeriod","RecommendedCapacity","RightSizingAction","EstimatedNewCost","PotentialSavings","TierChangeOpportunity","TierChangeSavings","ResourceId"
"9076c224-d371-46f5-8ead-1a5fc17b6a5d","AC-CDNC-GenericDC-PR-001","rg-CDN-PR-001","arlacasqlsvr01","Database","arlacasqldb02","","1","Basic","Basic","5",,"DTU","0","1,57","30,32","DKK","jan. 2026","5","NoChange","30,32","0,00","","0","/subscriptions/9076c224-d371-46f5-8ead-1a5fc17b6a5d/resourceGroups/rg-CDN-PR-001/providers/Microsoft.Sql/servers/arlacasqlsvr01/databases/arlacasqldb02"
"9076c224-d371-46f5-8ead-1a5fc17b6a5d","AC-CDNC-GenericDC-PR-001","rg-CDN-PR-001","arlacasqlsvr01","Database","arlacasqldb01","","1","Basic","Basic","5",,"DTU","0","2,37","30,32","DKK","jan. 2026","5","NoChange","30,32","0,00","","0","/subscriptions/9076c224-d371-46f5-8ead-1a5fc17b6a5d/resourceGroups/rg-CDN-PR-001/providers/Microsoft.Sql/servers/arlacasqlsvr01/databases/arlacasqldb01"
