"SubscriptionId","SubscriptionName","ResourceGroup","ServerName","ResourceType","ResourceName","PoolName","DatabaseCount","ServiceTier","SkuName","Capacity","ComputeModel","DtuOrVCore","AvgUtilPercent","AvgOfDailyMaxUtilPercent","CostAmount","Currency","CostPeriod","RecommendedCapacity","RightSizingAction","EstimatedNewCost","PotentialSavings","TierChangeOpportunity","TierChangeSavings","ResourceId"
"00101a0b-e170-439c-b27b-3f1eb65864ea","AC-WEU-APH-DE-001","rg-de-oneintake-dev","sql-oneintake-dev","Database","sqldb-oneintake-old-dev","","1","Standard","Standard","10",,"DTU",,,"82,84","DKK","jan. 2026","10","NoMetrics","82,84","0","","0","/subscriptions/00101a0b-e170-439c-b27b-3f1eb65864ea/resourceGroups/rg-de-oneintake-dev/providers/Microsoft.Sql/servers/sql-oneintake-dev/databases/sqldb-oneintake-old-dev"
"00101a0b-e170-439c-b27b-3f1eb65864ea","AC-WEU-APH-DE-001","rg-de-oneintake-dev","sql-oneintake-dev","Database","sqldb-sandbox-dev","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/00101a0b-e170-439c-b27b-3f1eb65864ea/resourceGroups/rg-de-oneintake-dev/providers/Microsoft.Sql/servers/sql-oneintake-dev/databases/sqldb-sandbox-dev"
"00101a0b-e170-439c-b27b-3f1eb65864ea","AC-WEU-APH-DE-001","rg-de-oneintake-dev","sql-oneintake-dev","Database","sqldb-az-sd-pr-mif-002-dev","","1","Standard","Standard","20",,"DTU",,,"165,45","DKK","jan. 2026","20","NoMetrics","165,45","0","","0","/subscriptions/00101a0b-e170-439c-b27b-3f1eb65864ea/resourceGroups/rg-de-oneintake-dev/providers/Microsoft.Sql/servers/sql-oneintake-dev/databases/sqldb-az-sd-pr-mif-002-dev"
"00101a0b-e170-439c-b27b-3f1eb65864ea","AC-WEU-APH-DE-001","rg-de-oneintake-dev","sql-oneintake-dev","Database","sqldb-oneintake-tests-dev","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"40,04","DKK","jan. 2026","1","NoMetrics","40,04","0","","0","/subscriptions/00101a0b-e170-439c-b27b-3f1eb65864ea/resourceGroups/rg-de-oneintake-dev/providers/Microsoft.Sql/servers/sql-oneintake-dev/databases/sqldb-oneintake-tests-dev"
"00101a0b-e170-439c-b27b-3f1eb65864ea","AC-WEU-APH-DE-001","rg-ds-thebarnlogo-dev","sql-thebarnlogo-dev","Database","sqldb-thebarnlogo","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/00101a0b-e170-439c-b27b-3f1eb65864ea/resourceGroups/rg-ds-thebarnlogo-dev/providers/Microsoft.Sql/servers/sql-thebarnlogo-dev/databases/sqldb-thebarnlogo"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-cat-prod","sql-cashtool-prod","Database","sqldb-cat","","1","Standard","Standard","10",,"DTU",,,"82,84","DKK","jan. 2026","10","NoMetrics","82,84","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-cat-prod/providers/Microsoft.Sql/servers/sql-cashtool-prod/databases/sqldb-cat"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-marketing-marketing-datazine-prod","sql-datazine-prod","Database","sqldb-datazine-prod","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"424,87","DKK","jan. 2026","2","NoMetrics","424,87","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-marketing-marketing-datazine-prod/providers/Microsoft.Sql/servers/sql-datazine-prod/databases/sqldb-datazine-prod"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-afi-prod","sql-de-afi-prod","Database","sqldb-de-afi","","1","GeneralPurpose","GP_S_Gen5","4",,"vCore",,,"7206,61","DKK","jan. 2026","4","NoMetrics","7206,61","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-afi-prod/providers/Microsoft.Sql/servers/sql-de-afi-prod/databases/sqldb-de-afi"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-brandawareness-prod","sql-de-brandawareness-prod","Database","sqldb-brandawareness","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"923,35","DKK","jan. 2026","2","NoMetrics","923,35","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-brandawareness-prod/providers/Microsoft.Sql/servers/sql-de-brandawareness-prod/databases/sqldb-brandawareness"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-cadisconnect-prod","sql-de-cadisconnect-prod","Database","sqldb-cadisconnect","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"955,87","DKK","jan. 2026","2","NoMetrics","955,87","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-cadisconnect-prod/providers/Microsoft.Sql/servers/sql-de-cadisconnect-prod/databases/sqldb-cadisconnect"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-dataacademy-prod","sql-de-dataacademy-prod","Database","sqldb-de-dataacademy","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"31,44","DKK","jan. 2026","2","NoMetrics","31,44","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-dataacademy-prod/providers/Microsoft.Sql/servers/sql-de-dataacademy-prod/databases/sqldb-de-dataacademy"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-esmeralda-prod","sql-de-esmeralda-prod","Database","sqldb-de-esmeralda","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"510,47","DKK","jan. 2026","2","NoMetrics","510,47","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-esmeralda-prod/providers/Microsoft.Sql/servers/sql-de-esmeralda-prod/databases/sqldb-de-esmeralda"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-imsettlement-prod","sql-de-imsettlement-prod","Database","sqldb-imsettlement","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"851,82","DKK","jan. 2026","2","NoMetrics","851,82","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-imsettlement-prod/providers/Microsoft.Sql/servers/sql-de-imsettlement-prod/databases/sqldb-imsettlement"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-massbalance-prod","sql-de-massbalance-prod","Database","sqldb-de-massbalance","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-massbalance-prod/providers/Microsoft.Sql/servers/sql-de-massbalance-prod/databases/sqldb-de-massbalance"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-milkbalance-prod","sql-de-milkbalance-prod","Database","sqldb-input-system","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"9,63","DKK","jan. 2026","1","NoMetrics","9,63","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-milkbalance-prod/providers/Microsoft.Sql/servers/sql-de-milkbalance-prod/databases/sqldb-input-system"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-milkbalance-prod","sql-de-milkbalance-prod","Database","sqldb-oneintake-system","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"26,11","DKK","jan. 2026","1","NoMetrics","26,11","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-milkbalance-prod/providers/Microsoft.Sql/servers/sql-de-milkbalance-prod/databases/sqldb-oneintake-system"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-pbigovmetrics-prod","sql-de-pbigovmetrics-prod","Database","sqldb-de-pbigovmetrics","","1","GeneralPurpose","GP_S_Gen5","12",,"vCore",,,"7926,11","DKK","jan. 2026","12","NoMetrics","7926,11","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-pbigovmetrics-prod/providers/Microsoft.Sql/servers/sql-de-pbigovmetrics-prod/databases/sqldb-de-pbigovmetrics"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-rex-conf-prod","sql-de-rex-conf-prod","Database","sqldb-de-rex-conf-prod","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"835,12","DKK","jan. 2026","2","NoMetrics","835,12","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-rex-conf-prod/providers/Microsoft.Sql/servers/sql-de-rex-conf-prod/databases/sqldb-de-rex-conf-prod"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-staffcost-prod","sql-de-staffcost-prod","Database","sqldb-staff-cost-forecast","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"1636,25","DKK","jan. 2026","2","NoMetrics","1636,25","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-staffcost-prod/providers/Microsoft.Sql/servers/sql-de-staffcost-prod/databases/sqldb-staff-cost-forecast"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-staffcostrep-prod","sql-de-staffcostrep-prod","Database","sqldb-de-staffcostrep","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"851,82","DKK","jan. 2026","2","NoMetrics","851,82","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-staffcostrep-prod/providers/Microsoft.Sql/servers/sql-de-staffcostrep-prod/databases/sqldb-de-staffcostrep"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-sustainability-prod","sql-de-sustainability-prod","Database","sqldb-sustainability","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"33,29","DKK","jan. 2026","2","NoMetrics","33,29","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-sustainability-prod/providers/Microsoft.Sql/servers/sql-de-sustainability-prod/databases/sqldb-sustainability"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-df-coreetl-prod","sql-df-metadata-prod","Database","sqldb-metadata-airflow","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-df-coreetl-prod/providers/Microsoft.Sql/servers/sql-df-metadata-prod/databases/sqldb-metadata-airflow"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-df-coreetl-prod","sql-df-metadata-prod","Database","sqldb-metadata","","1","Standard","Standard","200",,"DTU",,,"1654,66","DKK","jan. 2026","200","NoMetrics","1654,66","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-df-coreetl-prod/providers/Microsoft.Sql/servers/sql-df-metadata-prod/databases/sqldb-metadata"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-df-coreetl-prod","sql-df-metadata-prod","Database","sqldb-metadata-orchestration-tests","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"45,24","DKK","jan. 2026","2","NoMetrics","45,24","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-df-coreetl-prod/providers/Microsoft.Sql/servers/sql-df-metadata-prod/databases/sqldb-metadata-orchestration-tests"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-df-monitoringcockpit-prod","sql-df-monitoring-cockpit-prod","Database","sqldb-monitoring-cockpit","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"1615,03","DKK","jan. 2026","2","NoMetrics","1615,03","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-df-monitoringcockpit-prod/providers/Microsoft.Sql/servers/sql-df-monitoring-cockpit-prod/databases/sqldb-monitoring-cockpit"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-logistictransparency-prod","sql-logistictransparency-prod","Database","sqldb-logistictransparency-prod","","1","Standard","Standard","400",,"DTU",,,"3492,40","DKK","jan. 2026","400","NoMetrics","3492,40","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-logistictransparency-prod/providers/Microsoft.Sql/servers/sql-logistictransparency-prod/databases/sqldb-logistictransparency-prod"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-logistictransparency-prod","sql-logistictransparency-prod","Database","LinkedServer","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"852,89","DKK","jan. 2026","2","NoMetrics","852,89","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-logistictransparency-prod/providers/Microsoft.Sql/servers/sql-logistictransparency-prod/databases/LinkedServer"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-de-members-prod","sql-members-prod","Database","sqldb-membersmarts-prod","","1","GeneralPurpose","GP_S_Gen5","8",,"vCore",,,"7219,23","DKK","jan. 2026","8","NoMetrics","7219,23","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-de-members-prod/providers/Microsoft.Sql/servers/sql-members-prod/databases/sqldb-membersmarts-prod"
"d3476099-fcc4-490a-b001-6f7668be575b","AC-WEU-APH-PR-001","rg-ds-thebarnlogo-prod","sql-thebarnlogo-prod","Database","sqldb-thebarnlogo","","1","Standard","Standard","10",,"DTU",,,"82,84","DKK","jan. 2026","10","NoMetrics","82,84","0","","0","/subscriptions/d3476099-fcc4-490a-b001-6f7668be575b/resourceGroups/rg-ds-thebarnlogo-prod/providers/Microsoft.Sql/servers/sql-thebarnlogo-prod/databases/sqldb-thebarnlogo"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-cat-qa","sql-cashtool-qa","Database","sqldb-cat","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-cat-qa/providers/Microsoft.Sql/servers/sql-cashtool-qa/databases/sqldb-cat"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-marketing-marketing-datazine-qa","sql-datazine-qa","Database","sqldb-datazine-qa","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"15,59","DKK","jan. 2026","2","NoMetrics","15,59","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-marketing-marketing-datazine-qa/providers/Microsoft.Sql/servers/sql-datazine-qa/databases/sqldb-datazine-qa"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-afi-qa","sql-de-afi-qa","Database","sqldb-de-afi","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"290,71","DKK","jan. 2026","1","NoMetrics","290,71","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-afi-qa/providers/Microsoft.Sql/servers/sql-de-afi-qa/databases/sqldb-de-afi"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-brandawareness-qa","sql-de-brandawareness-qa","Database","sqldb-brandawareness","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"58,95","DKK","jan. 2026","2","NoMetrics","58,95","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-brandawareness-qa/providers/Microsoft.Sql/servers/sql-de-brandawareness-qa/databases/sqldb-brandawareness"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-cadisconnect-qa","sql-de-cadisconnect-qa","Database","sqldb-cadisconnect","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"126,51","DKK","jan. 2026","2","NoMetrics","126,51","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-cadisconnect-qa/providers/Microsoft.Sql/servers/sql-de-cadisconnect-qa/databases/sqldb-cadisconnect"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-dataacademy-qa","sql-de-dataacademy-qa","Database","sqldb-de-dataacademy","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"31,44","DKK","jan. 2026","2","NoMetrics","31,44","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-dataacademy-qa/providers/Microsoft.Sql/servers/sql-de-dataacademy-qa/databases/sqldb-de-dataacademy"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-esmeralda-qa","sql-de-esmeralda-qa","Database","sqldb-de-esmeralda","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"49,13","DKK","jan. 2026","2","NoMetrics","49,13","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-esmeralda-qa/providers/Microsoft.Sql/servers/sql-de-esmeralda-qa/databases/sqldb-de-esmeralda"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-imsettlement-qa","sql-de-imsettlement-qa","Database","sqldb-imsettlement","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"31,44","DKK","jan. 2026","2","NoMetrics","31,44","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-imsettlement-qa/providers/Microsoft.Sql/servers/sql-de-imsettlement-qa/databases/sqldb-imsettlement"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-massbalance-qa","sql-de-massbalance-qa","Database","sqldb-de-massbalance","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-massbalance-qa/providers/Microsoft.Sql/servers/sql-de-massbalance-qa/databases/sqldb-de-massbalance"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-pbigovmetrics-qa","sql-de-pbigovmetrics-qa","Database","sqldb-de-pbigovmetrics","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"4780,69","DKK","jan. 2026","2","NoMetrics","4780,69","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-pbigovmetrics-qa/providers/Microsoft.Sql/servers/sql-de-pbigovmetrics-qa/databases/sqldb-de-pbigovmetrics"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-rex-conf-qa","sql-de-rex-conf-qa","Database","sqldb-de-rex-conf-qa","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"16,57","DKK","jan. 2026","2","NoMetrics","16,57","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-rex-conf-qa/providers/Microsoft.Sql/servers/sql-de-rex-conf-qa/databases/sqldb-de-rex-conf-qa"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-staffcost-qa","sql-de-staffcost-qa","Database","sqldb-staff-cost-forecast","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"1628,17","DKK","jan. 2026","1","NoMetrics","1628,17","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-staffcost-qa/providers/Microsoft.Sql/servers/sql-de-staffcost-qa/databases/sqldb-staff-cost-forecast"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-staffcostrep-qa","sql-de-staffcostrep-qa","Database","sqldb-de-staffcostrep","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"31,40","DKK","jan. 2026","2","NoMetrics","31,40","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-staffcostrep-qa/providers/Microsoft.Sql/servers/sql-de-staffcostrep-qa/databases/sqldb-de-staffcostrep"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-sustainability-qa","sql-de-sustainability-qa","Database","sqldb-sustainability","","1","GeneralPurpose","GP_Gen5","2",,"vCore",,,"31,44","DKK","jan. 2026","2","NoMetrics","31,44","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-sustainability-qa/providers/Microsoft.Sql/servers/sql-de-sustainability-qa/databases/sqldb-sustainability"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-df-coreetl-qa","sql-df-metadata-qa","Database","sqldb-metadata","","1","Standard","Standard","100",,"DTU",,,"827,28","DKK","jan. 2026","100","NoMetrics","827,28","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-df-coreetl-qa/providers/Microsoft.Sql/servers/sql-df-metadata-qa/databases/sqldb-metadata"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-df-coreetl-qa","sql-df-metadata-qa","Database","sqldb-metadata-orchestration-tests","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"42,71","DKK","jan. 2026","2","NoMetrics","42,71","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-df-coreetl-qa/providers/Microsoft.Sql/servers/sql-df-metadata-qa/databases/sqldb-metadata-orchestration-tests"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-df-coreetl-qa","sql-df-metadata-qa","Database","sqldb-metadata-airflow","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-df-coreetl-qa/providers/Microsoft.Sql/servers/sql-df-metadata-qa/databases/sqldb-metadata-airflow"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-df-monitoringcockpit-qa","sql-df-monitoring-cockpit-qa","Database","sqldb-monitoring-cockpit","","1","GeneralPurpose","GP_S_Gen5","2",,"vCore",,,"1622,93","DKK","jan. 2026","2","NoMetrics","1622,93","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-df-monitoringcockpit-qa/providers/Microsoft.Sql/servers/sql-df-monitoring-cockpit-qa/databases/sqldb-monitoring-cockpit"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-logistictransparency-qa","sql-logistictransparency-qa","Database","sqldb-logistictransparency-qa","","1","Standard","Standard","400",,"DTU",,,"3614,04","DKK","jan. 2026","400","NoMetrics","3614,04","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-logistictransparency-qa/providers/Microsoft.Sql/servers/sql-logistictransparency-qa/databases/sqldb-logistictransparency-qa"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-members-qa","sql-members-qa","Database","sqldb-membersmarts-qa","","1","Standard","Standard","50",,"DTU",,,"414,31","DKK","jan. 2026","50","NoMetrics","414,31","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-members-qa/providers/Microsoft.Sql/servers/sql-members-qa/databases/sqldb-membersmarts-qa"
"87eb232c-9266-41ed-a060-a2b088f1c1b3","AC-WEU-APH-QA-001","rg-de-sustainability-qa","sql-sustainability-qa","Database","sqldb-sustainability-qa","","1","Standard","Standard","10",,"DTU",,,"82,84","DKK","jan. 2026","10","NoMetrics","82,84","0","","0","/subscriptions/87eb232c-9266-41ed-a060-a2b088f1c1b3/resourceGroups/rg-de-sustainability-qa/providers/Microsoft.Sql/servers/sql-sustainability-qa/databases/sqldb-sustainability-qa"
"485c2542-9678-45ea-be86-d7405d5e8c72","AC-WEU-ARLAGPT-DE-001","rg-arlagpt-webapp-dev","sql-arlagpt-webapp-dev","Database","sqldb-arlagpt-webapp-shadow","","1","GeneralPurpose","GP_S_Gen5","1",,"vCore",,,"40,06","DKK","jan. 2026","1","NoMetrics","40,06","0","","0","/subscriptions/485c2542-9678-45ea-be86-d7405d5e8c72/resourceGroups/rg-arlagpt-webapp-dev/providers/Microsoft.Sql/servers/sql-arlagpt-webapp-dev/databases/sqldb-arlagpt-webapp-shadow"
"485c2542-9678-45ea-be86-d7405d5e8c72","AC-WEU-ARLAGPT-DE-001","rg-arlagpt-webapp-dev","sql-arlagpt-webapp-dev","Database","sqldb-arlagpt-webapp","","1","Standard","Standard","10",,"DTU",,,"82,73","DKK","jan. 2026","10","NoMetrics","82,73","0","","0","/subscriptions/485c2542-9678-45ea-be86-d7405d5e8c72/resourceGroups/rg-arlagpt-webapp-dev/providers/Microsoft.Sql/servers/sql-arlagpt-webapp-dev/databases/sqldb-arlagpt-webapp"
"e0d7cbc9-66f5-4d57-ae97-2dfad74863e9","AC-WEU-ARLAGPT-PR-001","rg-arlagpt-webapp-prod","sql-arlagpt-webapp-prod","Database","sqldb-arlagpt-webapp","","1","GeneralPurpose","GP_Gen5","4",,"vCore",,,"4387,14","DKK","jan. 2026","4","NoMetrics","4387,14","0","","0","/subscriptions/e0d7cbc9-66f5-4d57-ae97-2dfad74863e9/resourceGroups/rg-arlagpt-webapp-prod/providers/Microsoft.Sql/servers/sql-arlagpt-webapp-prod/databases/sqldb-arlagpt-webapp"
"5bf444ae-6559-45bd-b4b9-bb5f7df010ac","AC-WEU-ArlaSMTPservice-PR-001","rg-WEU-ArlaSMTPService-PR-Instance","sql-pr-arlasmtpservice","Database","sqldb-pr-arlasmtpservice","","1","Standard","Standard","20",,"DTU",,,"165,45","DKK","jan. 2026","20","NoMetrics","165,45","0","","0","/subscriptions/5bf444ae-6559-45bd-b4b9-bb5f7df010ac/resourceGroups/rg-WEU-ArlaSMTPService-PR-Instance/providers/Microsoft.Sql/servers/sql-pr-arlasmtpservice/databases/sqldb-pr-arlasmtpservice"
"9f0e8a06-4de9-49c2-8380-24a1ac98fa4b","AC-WEU-ArlaSMTPService-TS-001","rg-weu-arlasmtpservice-ts-instance","sql-ts-arlasmtpservice","Database","sqldb-ts-arlasmtpservice","","1","Standard","Standard","10",,"DTU",,,"82,84","DKK","jan. 2026","10","NoMetrics","82,84","0","","0","/subscriptions/9f0e8a06-4de9-49c2-8380-24a1ac98fa4b/resourceGroups/rg-weu-arlasmtpservice-ts-instance/providers/Microsoft.Sql/servers/sql-ts-arlasmtpservice/databases/sqldb-ts-arlasmtpservice"
